cor,cor;mse,1;normalizacao;description;Classificador;Sinonimos + delaf;Hiponimos;Hiperonimos;Hiponimos + Hiperonimos;Média WE
0,626994431;0,467834831;Não;target~ embeddings_pca + tfidf + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,637337738;0,454085005;Não;target~ embeddings_pca + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion;GLM;Sim;Não;Não;Não;Sim
0,637223378;0,454180551;Não;target~ embeddings_pca + penality,rowsums + ngram_proportion + common_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,637223378;0,454180551;Não;target~ embeddings_pca + penality,rowsums + ngram_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,621461231;0,468810838;Não;target~ embeddings_pca + penality,rowsums + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,627244385;0,481526404;Não;target~ embeddings_pca + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,653839973;0,453855553;Não;target~ tfidf + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion;GLM;Sim;Não;Não;Não;Sim
0,653620861;0,454069531;Não;target~ tfidf + penality,rowsums + ngram_proportion + common_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,653620861;0,454069531;Não;target~ tfidf + penality,rowsums + ngram_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,64892442;0,469228707;Não;target~ tfidf + penality,rowsums + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,647137751;0,451056899;Não;target~ tfidf + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,642159444;0,449595995;Não;target~ penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,199024805;511.504.932.143.931;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + ngram_proportion + common_word_proportion;GLM;Sim;Não;Não;Não;Sim
-0,199024805;511.504.932.143.898;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + ngram_proportion + uncommon_word_proportion;GLM;Sim;Não;Não;Não;Sim
-0,199065425;643.977.841.333.562;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + ngram_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,199016202;41.440.589.221.178;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + common_word_proportion + uncommon_word_proportion;GLM;Sim;Não;Não;Não;Sim
-0,199015901;411.846.980.512.155;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + common_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,199015901;411.846.980.512.096;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,651701637;0,453439693;Não;target~ embeddings_sum + embeddings_pca + tfidf + ngram_proportion + common_word_proportion + uncommon_word_proportion;GLM;Sim;Não;Não;Não;Sim
0,651473167;0,4536589;Não;target~ embeddings_sum + embeddings_pca + tfidf + ngram_proportion + common_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,651473167;0,4536589;Não;target~ embeddings_sum + embeddings_pca + tfidf + ngram_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,646638686;0,467876677;Não;target~ embeddings_sum + embeddings_pca + tfidf + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,199517556;390.293.496.547.555;Não;target~ embeddings_sum + embeddings_pca + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion;GLM;Sim;Não;Não;Não;Sim
0,199517282;39.049.795.768.405;Não;target~ embeddings_sum + embeddings_pca + penality,rowsums + ngram_proportion + common_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,199517282;390.497.957.684.095;Não;target~ embeddings_sum + embeddings_pca + penality,rowsums + ngram_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,199431168;612.354.006.900.381;Não;target~ embeddings_sum + embeddings_pca + penality,rowsums + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,637248933;0,454216674;Não;target~ embeddings_sum + embeddings_pca + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,199022849;492.881.408.314.503;Não;target~ embeddings_sum + tfidf + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion;GLM;Sim;Não;Não;Não;Sim
-0,199022663;490.868.602.370.124;Não;target~ embeddings_sum + tfidf + penality,rowsums + ngram_proportion + common_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,199022663;490.868.602.370.081;Não;target~ embeddings_sum + tfidf + penality,rowsums + ngram_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,199013341;393.755.374.780.536;Não;target~ embeddings_sum + tfidf + penality,rowsums + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,65368283;0,453764354;Não;target~ embeddings_sum + tfidf + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,199509386;406.707.676.721.061;Não;target~ embeddings_sum + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,651649835;0,453704916;Não;target~ embeddings_pca + tfidf + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion;GLM;Sim;Não;Não;Não;Sim
0,651421193;0,45392463;Não;target~ embeddings_pca + tfidf + penality,rowsums + ngram_proportion + common_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,651421193;0,45392463;Não;target~ embeddings_pca + tfidf + penality,rowsums + ngram_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,646573543;0,46828431;Não;target~ embeddings_pca + tfidf + penality,rowsums + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,639470451;0,456896488;Não;target~ embeddings_pca + tfidf + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,637223378;0,454180551;Não;target~ embeddings_pca + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,653620861;0,454069531;Não;target~ tfidf + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,199024805;511.504.932.143.931;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion;GLM;Sim;Não;Não;Não;Sim
-0,19902462;509.370.729.786.907;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + ngram_proportion + common_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,19902462;509.370.729.786.834;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + ngram_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,199015901;411.846.980.512.155;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,651473167;0,4536589;Não;target~ embeddings_sum + embeddings_pca + tfidf + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,199517282;39.049.795.768.405;Não;target~ embeddings_sum + embeddings_pca + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,199022663;490.868.602.370.124;Não;target~ embeddings_sum + tfidf + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
0,651421193;0,45392463;Não;target~ embeddings_pca + tfidf + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
-0,19902462;509.370.729.786.907;Não;target~ embeddings_sum + embeddings_pca + tfidf + penality,rowsums + ngram_proportion + common_word_proportion + uncommon_word_proportion + antonym;GLM;Sim;Não;Não;Não;Sim
